"Gene","Genome","Taxonomy","Product","Cluster","Totals","Phylum"
"Ga0164293_101385583_GEODES118","Ga0164293_10138558","None","hypothetical protein",24,119964.967127592,"Unclassified"
"Ga0164293_101462051_GEODES118","Ga0164293_10146205","None","hypothetical protein",2,762150.554577674,"Unclassified"
"Ga0164293_101513411_GEODES118","Ga0164293_10151341","NO CLASSIFICATION MH","cleavage and polyadenylation specificity factor subunit 1",3,6359734.51699312,"Unclassified"
"Ga0164293_101728572_GEODES118","Ga0164293_10172857","NO CLASSIFICATION MH","hypothetical protein",2,987292.25712852,"Unclassified"
"Ga0164293_102012232_GEODES118","Ga0164293_10201223","None","hypothetical protein",5,58100.0573962582,"Unclassified"
"Ga0164293_102026861_GEODES118","Ga0164293_10202686","NO CLASSIFICATION MH","Transposase InsO and inactivated derivatives",2,2809182.33793916,"Unclassified"
"Ga0164293_102051461_GEODES118","Ga0164293_10205146","NO CLASSIFICATION MH","hypothetical protein",3,556993.737802432,"Unclassified"
"Ga0164293_102062291_GEODES118","Ga0164293_10206229","NO CLASSIFICATION MH","elongation factor Tu",7,14307.6419861198,"Unclassified"
"Ga0164293_102259151_GEODES118","Ga0164293_10225915","None","hypothetical protein",2,1817091.97783841,"Unclassified"
"Ga0164293_102317961_GEODES118","Ga0164293_10231796","None","Retrotransposon gag protein",2,432014.469502073,"Unclassified"
"Ga0164293_102323452_GEODES118","Ga0164293_10232345","None","hypothetical protein",2,834922.269611506,"Unclassified"
"Ga0164293_102329731_GEODES118","Ga0164293_10232973","NO CLASSIFICATION MH","Reverse transcriptase (RNA-dependent DNA polymerase)",2,326281.082928793,"Unclassified"
"Ga0164293_102509702_GEODES118","Ga0164293_10250970","None","hypothetical protein",2,142840.703657086,"Unclassified"
"Ga0164293_102584461_GEODES118","Ga0164293_10258446","None","hypothetical protein",2,166850.8169699,"Unclassified"
"Ga0164293_102646791_GEODES118","Ga0164293_10264679","NO CLASSIFICATION MH","Integrase core domain-containing protein",24,363341.394819929,"Unclassified"
"Ga0164293_102676151_GEODES118","Ga0164293_10267615","NO CLASSIFICATION MH","Integrase core domain-containing protein",2,3183793.70708876,"Unclassified"
"Ga0164293_102887342_GEODES118","Ga0164293_10288734","None","Aspartyl protease",3,209006.104628913,"Unclassified"
"Ga0164293_102939721_GEODES118","Ga0164293_10293972","None","hypothetical protein",2,638287.980991502,"Unclassified"
"Ga0164293_103056131_GEODES118","Ga0164293_10305613","None","hypothetical protein",2,453116.786926792,"Unclassified"
"Ga0164293_103057341_GEODES118","Ga0164293_10305734","NO CLASSIFICATION MH","photosystem II P680 reaction center D1 protein",11,1628333.31515429,"Unclassified"
"Ga0164293_103062021_GEODES118","Ga0164293_10306202","None","hypothetical protein",17,117200.035369765,"Unclassified"
"Ga0164293_103192252_GEODES118","Ga0164293_10319225","None","hypothetical protein",6,7840.43651041999,"Unclassified"
"Ga0164293_103227031_GEODES118","Ga0164293_10322703","NO CLASSIFICATION MH","Reverse transcriptase (RNA-dependent DNA polymerase)",2,2353676.99153561,"Unclassified"
"Ga0164293_103294491_GEODES118","Ga0164293_10329449","None","hypothetical protein",7,219356.949050255,"Unclassified"
"Ga0164293_103353111_GEODES118","Ga0164293_10335311","NO CLASSIFICATION MH","hypothetical protein",2,896153.32026988,"Unclassified"
"Ga0164293_103397381_GEODES118","Ga0164293_10339738","None","hypothetical protein",3,325279.48390148,"Unclassified"
"Ga0164293_103544961_GEODES118","Ga0164293_10354496","NO CLASSIFICATION MH","guanine nucleotide-binding protein subunit beta-2-like 1 protein",4,163513.444020689,"Unclassified"
"Ga0164293_103612131_GEODES118","Ga0164293_10361213","None","hypothetical protein",2,38834.2922620385,"Unclassified"
"Ga0164293_103652041_GEODES118","Ga0164293_10365204","None","hypothetical protein",2,1071608.13965885,"Unclassified"
"Ga0164293_103746082_GEODES118","Ga0164293_10374608","None","hypothetical protein",11,594352.529612832,"Unclassified"
"Ga0164293_103746402_GEODES118","Ga0164293_10374640","None","hypothetical protein",13,35092.4200314319,"Unclassified"
"Ga0164293_103885241_GEODES118","Ga0164293_10388524","NO CLASSIFICATION MH","hypothetical protein",3,352463.797193018,"Unclassified"
"Ga0164293_104100691_GEODES118","Ga0164293_10410069","None","hypothetical protein",13,58640.176021717,"Unclassified"
"Ga0164293_104214551_GEODES118","Ga0164293_10421455","None","hypothetical protein",2,3777475.93354333,"Unclassified"
"Ga0164293_104333481_GEODES118","Ga0164293_10433348","NO CLASSIFICATION MH","hypothetical protein",2,832809.060953206,"Unclassified"
"Ga0164293_104420312_GEODES118","Ga0164293_10442031","None","hypothetical protein",20,37810.811352349,"Unclassified"
"Ga0164293_104434791_GEODES118","Ga0164293_10443479","NO CLASSIFICATION MH","Integrase core domain-containing protein",14,317260.262037191,"Unclassified"
"Ga0164293_104462151_GEODES118","Ga0164293_10446215","None","hypothetical protein",2,122331.297811023,"Unclassified"
"Ga0164293_104491521_GEODES118","Ga0164293_10449152","None","gag-polyprotein putative aspartyl protease",3,2043156.84047258,"Unclassified"
"Ga0164293_104574763_GEODES118","Ga0164293_10457476","None","hypothetical protein",10,9511.85243532881,"Unclassified"
"Ga0164293_104645291_GEODES118","Ga0164293_10464529","NO CLASSIFICATION MH","hypothetical protein",6,15973.6746012602,"Unclassified"
"Ga0164293_104669502_GEODES118","Ga0164293_10466950","None","hypothetical protein",2,1024803.4064733,"Unclassified"
"Ga0164293_104740891_GEODES118","Ga0164293_10474089","NO CLASSIFICATION MH","Integrase core domain-containing protein",7,225423.439814793,"Unclassified"
"Ga0164293_104779142_GEODES118","Ga0164293_10477914","None","hypothetical protein",4,715944.757678678,"Unclassified"
"Ga0164293_104944261_GEODES118","Ga0164293_10494426","NO CLASSIFICATION MH","tubulin beta",5,565752.19036088,"Unclassified"
"Ga0164293_105011311_GEODES118","Ga0164293_10501131","None","hypothetical protein",2,173720.933537286,"Unclassified"
"Ga0164293_105053631_GEODES118","Ga0164293_10505363","NO CLASSIFICATION MH","Integrase core domain-containing protein",2,4168676.63414703,"Unclassified"
"Ga0164293_105200182_GEODES118","Ga0164293_10520018","None","hypothetical protein",2,110187.288726134,"Unclassified"
"Ga0164293_105262221_GEODES118","Ga0164293_10526222","None","hypothetical protein",19,142182.125690169,"Unclassified"
"Ga0164293_105582351_GEODES118","Ga0164293_10558235","None","hypothetical protein",14,29963.382019333,"Unclassified"
"Ga0164293_105626861_GEODES118","Ga0164293_10562686","NO CLASSIFICATION MH","hypothetical protein",3,864704.346494725,"Unclassified"
"Ga0164293_105719651_GEODES118","Ga0164293_10571965","None","hypothetical protein",2,791216.404506941,"Unclassified"
"Ga0164293_105750441_GEODES118","Ga0164293_10575044","NO CLASSIFICATION MH","hypothetical protein",2,2307619.62596628,"Unclassified"
"Ga0164293_105773161_GEODES118","Ga0164293_10577316","NO CLASSIFICATION MH","hypothetical protein",22,2012835.03867243,"Unclassified"
"Ga0164293_106299041_GEODES118","Ga0164293_10629904","None","hypothetical protein",7,68211.0741168716,"Unclassified"
"Ga0164293_106359261_GEODES118","Ga0164293_10635926","None","hypothetical protein",2,162217.583296748,"Unclassified"
"Ga0164293_106390361_GEODES118","Ga0164293_10639036","None","hypothetical protein",2,203561.555900841,"Unclassified"
"Ga0164293_106390531_GEODES118","Ga0164293_10639053","None","hypothetical protein",2,345933.206706865,"Unclassified"
"Ga0164293_106393521_GEODES118","Ga0164293_10639352","None","hypothetical protein",3,299622.723537904,"Unclassified"
"Ga0164293_106588831_GEODES118","Ga0164293_10658883","NO CLASSIFICATION MH","Reverse transcriptase (RNA-dependent DNA polymerase)",2,2277845.98058917,"Unclassified"
"Ga0164293_106614431_GEODES118","Ga0164293_10661443","None","hypothetical protein",2,625082.269146573,"Unclassified"
"Ga0164293_106636581_GEODES118","Ga0164293_10663658","None","hypothetical protein",17,22355.1394623464,"Unclassified"
"Ga0164293_106698181_GEODES118","Ga0164293_10669818","NO CLASSIFICATION MH","Reverse transcriptase (RNA-dependent DNA polymerase)",2,1748765.24274931,"Unclassified"
"Ga0164293_106929152_GEODES118","Ga0164293_10692915","None","hypothetical protein",2,23047.1172515469,"Unclassified"
"Ga0164293_107154871_GEODES118","Ga0164293_10715487","NO CLASSIFICATION MH","hypothetical protein",12,114862.283992622,"Unclassified"
"Ga0164293_107156371_GEODES118","Ga0164293_10715637","NO CLASSIFICATION MH","Reverse transcriptase (RNA-dependent DNA polymerase)",11,1412296.47710225,"Unclassified"
"Ga0164293_107342411_GEODES118","Ga0164293_10734241","None","hypothetical protein",10,57450.4333060994,"Unclassified"
"Ga0164293_107441691_GEODES118","Ga0164293_10744169","None","hypothetical protein",10,12280.2994302073,"Unclassified"
"Ga0164293_107485041_GEODES118","Ga0164293_10748504","NO CLASSIFICATION MH","tubulin alpha",15,9502.4500358572,"Unclassified"
"Ga0164293_107664171_GEODES118","Ga0164293_10766417","None","Retrotransposon gag protein",8,31175.2022303544,"Unclassified"
"Ga0164293_107665741_GEODES118","Ga0164293_10766574","None","hypothetical protein",2,692707.676958617,"Unclassified"
"Ga0164293_107746321_GEODES118","Ga0164293_10774632","NO CLASSIFICATION MH","hypothetical protein",13,19607.9139438472,"Unclassified"
"Ga0164293_108218581_GEODES118","Ga0164293_10821858","NO CLASSIFICATION MH","Pao retrotransposon peptidase/Pao retrotransposon peptidase",2,1633628.37873944,"Unclassified"
"Ga0164293_108353841_GEODES118","Ga0164293_10835384","None","hypothetical protein",2,189677.114041854,"Unclassified"
"Ga0164293_108473951_GEODES118","Ga0164293_10847395","None","hypothetical protein",3,124733.670299078,"Unclassified"
"Ga0164293_108715941_GEODES118","Ga0164293_10871594","None","hypothetical protein",2,261299.778606377,"Unclassified"
"Ga0164293_108778821_GEODES118","Ga0164293_10877882","None","hypothetical protein",2,2233339.29355633,"Unclassified"
"Ga0164293_108849192_GEODES118","Ga0164293_10884919","NO CLASSIFICATION MH","hypothetical protein",3,3451257.49668874,"Unclassified"
"Ga0164293_108942471_GEODES118","Ga0164293_10894247","None","hypothetical protein",3,183410.039126275,"Unclassified"
"Ga0164293_109090911_GEODES118","Ga0164293_10909091","None","hypothetical protein",13,36374.4861536074,"Unclassified"
"Ga0164293_109194751_GEODES118","Ga0164293_10919475","None","Protein of unknown function (DUF1759)",2,6093251.36373272,"Unclassified"
"Ga0164293_109382541_GEODES118","Ga0164293_10938254","None","hypothetical protein",3,50010.944247967,"Unclassified"
"Ga0164293_110296031_GEODES118","Ga0164293_11029603","NO CLASSIFICATION MH","hypothetical protein",1,29493.2043502911,"Unclassified"
"Ga0164293_110697431_GEODES118","Ga0164293_11069743","NO CLASSIFICATION MH","hypothetical protein",15,131815.964954657,"Unclassified"
"Ga0164293_110732641_GEODES118","Ga0164293_11073264","NO CLASSIFICATION MH","Putative DNA-binding domain-containing protein",13,56878.8529263751,"Unclassified"
"Ga0164293_111357111_GEODES118","Ga0164293_11135711","None","hypothetical protein",10,40564.7005131154,"Unclassified"
"Ga0164293_111589821_GEODES118","Ga0164293_11158982","NO CLASSIFICATION MH","hypothetical protein",2,1806806.41281772,"Unclassified"
"Ga0164293_112968271_GEODES118","Ga0164293_11296827","None","hypothetical protein",4,7805.27882022943,"Unclassified"
"Ga0164293_113030901_GEODES118","Ga0164293_11303090","None","hypothetical protein",3,30516.1181265397,"Unclassified"
"Ga0164293_113092511_GEODES118","Ga0164293_11309251","NO CLASSIFICATION MH","NAD(P)H-quinone oxidoreductase subunit 1",2,239851.761140567,"Unclassified"
"Ga0164293_113471021_GEODES118","Ga0164293_11347102","None","hypothetical protein",2,25318.4621058048,"Unclassified"
"Ga0164293_113825951_GEODES118","Ga0164293_11382595","NO CLASSIFICATION MH","hypothetical protein",2,501373.400561742,"Unclassified"
"Ga0164293_114394551_GEODES118","Ga0164293_11439455","NO CLASSIFICATION MH","Putative DNA-binding domain-containing protein",2,63983.6264544759,"Unclassified"
"Ga0164293_114452201_GEODES118","Ga0164293_11445220","None","hypothetical protein",23,37910.9403752796,"Unclassified"
"Ga0164293_114855731_GEODES118","Ga0164293_11485573","None","hypothetical protein",7,22021.6235104014,"Unclassified"
"Ga0164293_114978141_GEODES118","Ga0164293_11497814","None","hypothetical protein",2,633656.25069636,"Unclassified"
"Ga0164293_115604571_GEODES118","Ga0164293_11560457","NO CLASSIFICATION MH","hypothetical protein",2,672337.30536649,"Unclassified"
"Ga0164293_115717181_GEODES118","Ga0164293_11571718","None","hypothetical protein",2,351700.801808376,"Unclassified"
"Ga0164293_116194371_GEODES118","Ga0164293_11619437","None","hypothetical protein",4,131848.405117483,"Unclassified"
"Ga0164293_116256351_GEODES118","Ga0164293_11625635","NO CLASSIFICATION MH","histone H2B",5,12614.4733631912,"Unclassified"
"Ga0164293_116388561_GEODES118","Ga0164293_11638856","NO CLASSIFICATION MH","Integrase core domain-containing protein",5,7707.52811940759,"Unclassified"
"Ga0164293_116515591_GEODES118","Ga0164293_11651559","NO CLASSIFICATION MH","hypothetical protein",14,17934.7908488499,"Unclassified"
"Ga0164293_117047471_GEODES118","Ga0164293_11704747","NO CLASSIFICATION MH","hypothetical protein",2,140746.735054818,"Unclassified"
"Ga0164293_117135751_GEODES118","Ga0164293_11713575","NO CLASSIFICATION MH","Pao retrotransposon peptidase",2,683637.895906525,"Unclassified"
"Ga0164293_117350531_GEODES118","Ga0164293_11735053","NO CLASSIFICATION MH","F-type H+-transporting ATPase subunit beta",3,64023.7556490852,"Unclassified"
"Ga0164293_117359911_GEODES118","Ga0164293_11735991","NO CLASSIFICATION MH","small subunit ribosomal protein S2",3,159921.604442717,"Unclassified"
"Ga0164293_117369421_GEODES118","Ga0164293_11736942","NO CLASSIFICATION MH","Pao retrotransposon peptidase",2,1098725.931285,"Unclassified"
"Ga0164293_117625502_GEODES118","Ga0164293_11762550","None","hypothetical protein",6,7781.38422860203,"Unclassified"
"Ga0164293_117851591_GEODES118","Ga0164293_11785159","None","hypothetical protein",2,159877.973783003,"Unclassified"
"Ga0164293_117960861_GEODES118","Ga0164293_11796086","NO CLASSIFICATION MH","Pao retrotransposon peptidase",2,539684.532615267,"Unclassified"
"Ga0164293_118034261_GEODES118","Ga0164293_11803426","None","hypothetical protein",7,53182.6525248066,"Unclassified"
"Ga0164293_118054911_GEODES118","Ga0164293_11805491","NO CLASSIFICATION MH","ubiquitin C",5,10880.1048459541,"Unclassified"
"Ga0164293_118495601_GEODES118","Ga0164293_11849560","NO CLASSIFICATION MH","photosystem II CP43 chlorophyll apoprotein",2,161217.713209492,"Unclassified"
"Ga0164293_118641941_GEODES118","Ga0164293_11864194","NO CLASSIFICATION MH","mannosyl-oligosaccharide alpha-1,2-mannosidase",7,7853.0471646205,"Unclassified"
"Ga0164293_119699511_GEODES118","Ga0164293_11969951","None","hypothetical protein",2,21904.3828646875,"Unclassified"
"Ga0164293_120377411_GEODES118","Ga0164293_12037741","NO CLASSIFICATION MH","hypothetical protein",2,801363.74456572,"Unclassified"
"Ga0164293_120455381_GEODES118","Ga0164293_12045538","None","hypothetical protein",2,27779.679049822,"Unclassified"
"Ga0164293_120565331_GEODES118","Ga0164293_12056533","NO CLASSIFICATION MH","Pao retrotransposon peptidase",2,351893.060133952,"Unclassified"
"Ga0164293_120590561_GEODES118","Ga0164293_12059056","None","hypothetical protein",2,1325307.55353247,"Unclassified"
"Ga0164293_120865221_GEODES118","Ga0164293_12086522","None","hypothetical protein",2,1600193.23204002,"Unclassified"
"Ga0164293_121608411_GEODES118","Ga0164293_12160841","None","hypothetical protein",11,170591.898144371,"Unclassified"
"Ga0164293_122532351_GEODES118","Ga0164293_12253235","NO CLASSIFICATION MH","actin beta/gamma 1/actin/actin",2,81060.7391683642,"Unclassified"
"Ga0164293_123067881_GEODES118","Ga0164293_12306788","None","hypothetical protein",13,9634.88047983533,"Unclassified"
"Ga0164293_123169101_GEODES118","Ga0164293_12316910","NO CLASSIFICATION MH","DNA-binding transcriptional regulator, MerR family",2,37531.1636077634,"Unclassified"
"Ga0164293_124718301_GEODES118","Ga0164293_12471830","None","hypothetical protein",13,15858.8835523418,"Unclassified"
"Ga0164294_1000006689_GEODES005","Ga0164294_10000066","Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;","cytochrome c oxidase subunit 1",5,13486.9106639051,"Proteobacteria"
"Ga0164294_1000009654_GEODES005","Ga0164294_10000096","","photosystem II CP47 chlorophyll apoprotein",2,304139.218311048,NA
"Ga0164294_1000009678_GEODES005","Ga0164294_10000096","","F-type H+-transporting ATPase subunit alpha",2,26533.7462077628,NA
"Ga0164294_1000009966_GEODES005","Ga0164294_10000099","Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;","hypothetical protein",9,10813.0214739144,"Proteobacteria"
"Ga0164294_10000120108_GEODES005","Ga0164294_10000120","NO CLASSIFICATION LP","photosystem II P680 reaction center D1 protein",2,645496.618651326,"Unclassified"
"Ga0164294_1000044241_GEODES005","Ga0164294_10000442","Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;","cytochrome c oxidase subunit 3",2,16711.90262833,"Proteobacteria"
