"Gene","Genome","Taxonomy","Product","Cluster","Totals","Phylum"
"Ga0164292_100758191_GEODES117","Ga0164292_10075819","NO CLASSIFICATION MH","CubicO group peptidase, beta-lactamase class C family",20,20580.6100886905,"Unclassified"
"Ga0164292_100803781_GEODES117","Ga0164292_10080378","NO CLASSIFICATION MH","Transposase InsO and inactivated derivatives",3,342423.419468544,"Unclassified"
"Ga0164292_100845101_GEODES117","Ga0164292_10084510","NO CLASSIFICATION MH","RNA recognition motif-containing protein",7,16422.8135477233,"Unclassified"
"Ga0164292_100847561_GEODES117","Ga0164292_10084756","NO CLASSIFICATION MH","ribonuclease E",1,45215.6326225559,"Unclassified"
"Ga0164292_100870682_GEODES117","Ga0164292_10087068","NO CLASSIFICATION MH","Spore germination protein YaaH",5,12766.0915904946,"Unclassified"
"Ga0164292_100870842_GEODES117","Ga0164292_10087084","NO CLASSIFICATION MH","lactoylglutathione lyase",16,15051.2547256838,"Unclassified"
"Ga0164292_100889843_GEODES117","Ga0164292_10088984","Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria;actinobacterium acIB-AMD-6;","F-type H+-transporting ATPase subunit a",5,27103.7099454145,"Actinobacteria"
"Ga0164292_100919521_GEODES117","Ga0164292_10091952","NO CLASSIFICATION MH","NADH-quinone oxidoreductase subunit H",16,36937.3639582749,"Unclassified"
"Ga0164292_100927132_GEODES117","Ga0164292_10092713","NO CLASSIFICATION MH","threonine synthase",8,27681.4882784521,"Unclassified"
"Ga0164292_100930021_GEODES117","Ga0164292_10093002","NO CLASSIFICATION MH","hypothetical protein",11,13354.303564201,"Unclassified"
"Ga0164292_100932141_GEODES117","Ga0164292_10093214","NO CLASSIFICATION MH","GGDEF domain-containing protein, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants/EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)",16,82954.817395263,"Unclassified"
"Ga0164292_100982131_GEODES117","Ga0164292_10098213","NO CLASSIFICATION MH","K(+)-stimulated pyrophosphate-energized sodium pump",13,194632.61428322,"Unclassified"
"Ga0164292_101007461_GEODES117","Ga0164292_10100746","NO CLASSIFICATION MH","hypothetical protein",1,39866.8889310671,"Unclassified"
"Ga0164292_101010951_GEODES117","Ga0164292_10101095","NO CLASSIFICATION MH","3',5'-cyclic AMP phosphodiesterase CpdA",1,26205.4910607445,"Unclassified"
"Ga0164292_101013772_GEODES117","Ga0164292_10101377","NO CLASSIFICATION MH","Predicted metal-dependent hydrolase",1,12451.9340761095,"Unclassified"
"Ga0164292_101040802_GEODES117","Ga0164292_10104080","Proteobacteria;Betaproteobacteria;","3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)",40,43153.5286275842,"Proteobacteria"
"Ga0164292_101053012_GEODES117","Ga0164292_10105301","NO CLASSIFICATION MH","triosephosphate isomerase (TIM)",3,14884.8907695716,"Unclassified"
"Ga0164292_101091945_GEODES117","Ga0164292_10109194","NO CLASSIFICATION MH","hypothetical protein",12,41013.7673541536,"Unclassified"
"Ga0164292_101117201_GEODES117","Ga0164292_10111720","NO CLASSIFICATION MH","peptidyl-prolyl cis-trans isomerase D",3,15220.8501828358,"Unclassified"
"Ga0164292_101123051_GEODES117","Ga0164292_10112305","NO CLASSIFICATION MH","DNA-directed RNA polymerase subunit beta'",30,31451.8291516758,"Unclassified"
"Ga0164292_101133132_GEODES117","Ga0164292_10113313","NO CLASSIFICATION MH","Beta-glucanase, GH16 family",5,16015.0842431382,"Unclassified"
"Ga0164292_101161722_GEODES117","Ga0164292_10116172","NO CLASSIFICATION MH","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase",12,15060.3583175688,"Unclassified"
"Ga0164292_101187101_GEODES117","Ga0164292_10118710","None","hypothetical protein",12,35938.7185144953,"Unclassified"
"Ga0164292_101235391_GEODES117","Ga0164292_10123539","None","Sperm-tail PG-rich repeat-containing protein",23,78580.0662047537,"Unclassified"
"Ga0164292_101257031_GEODES117","Ga0164292_10125703","NO CLASSIFICATION MH","Major capsid protein Gp23/Major capsid protein Gp23",3,67345.2997048948,"Unclassified"
"Ga0164292_101289443_GEODES117","Ga0164292_10128944","Cyanobacteria;unclassified Cyanobacteria;Nostocales;","Predicted transposase YdaD",17,39408.8710283866,"Cyanobacteria"
"Ga0164292_101303693_GEODES117","Ga0164292_10130369","NO CLASSIFICATION MH","Ubiquinone/menaquinone biosynthesis C-methylase UbiE",1,38280.2064029083,"Unclassified"
"Ga0164292_101311021_GEODES117","Ga0164292_10131102","NO CLASSIFICATION MH","large subunit ribosomal protein L27",1,85573.0258799951,"Unclassified"
"Ga0164292_101320042_GEODES117","Ga0164292_10132004","NO CLASSIFICATION MH","Protein of unknown function (DUF3501)",13,263571.652804493,"Unclassified"
"Ga0164292_101324472_GEODES117","Ga0164292_10132447","Proteobacteria;Betaproteobacteria;","sulfur-oxidizing protein SoxY",1,12575.32727439,"Proteobacteria"
"Ga0164292_101382613_GEODES117","Ga0164292_10138261","Proteobacteria;Betaproteobacteria;","light-harvesting complex 1 beta chain",15,3000416.07035769,"Proteobacteria"
"Ga0164292_101408682_GEODES117","Ga0164292_10140868","NO CLASSIFICATION MH","hypothetical protein",1,21399.4446551742,"Unclassified"
"Ga0164292_101412143_GEODES117","Ga0164292_10141214","NO CLASSIFICATION MH","cell division transport system permease protein",39,120951.755140921,"Unclassified"
"Ga0164292_101413861_GEODES117","Ga0164292_10141386","NO CLASSIFICATION MH","3-oxoacyl-[acyl-carrier protein] reductase",1,154468.261042539,"Unclassified"
"Ga0164292_101414022_GEODES117","Ga0164292_10141402","None","hypothetical protein",24,40542.8332234752,"Unclassified"
"Ga0164292_101507312_GEODES117","Ga0164292_10150731","None","hypothetical protein",17,57746.1400338765,"Unclassified"
"Ga0164292_101524311_GEODES117","Ga0164292_10152431","NO CLASSIFICATION MH","ribonucleoside-diphosphate reductase alpha chain",35,27627.9120428787,"Unclassified"
"Ga0164292_101557291_GEODES117","Ga0164292_10155729","NO CLASSIFICATION MH","hypothetical protein",8,53280.1581741691,"Unclassified"
"Ga0164292_101564302_GEODES117","Ga0164292_10156430","NO CLASSIFICATION MH","hypothetical protein",8,30522.9040113118,"Unclassified"
"Ga0164292_101582152_GEODES117","Ga0164292_10158215","NO CLASSIFICATION MH","photosynthetic reaction center cytochrome c subunit",4,2785087.33816205,"Unclassified"
"Ga0164292_101652222_GEODES117","Ga0164292_10165222","NO CLASSIFICATION MH","Tryptophan-rich protein (DUF2389)",5,15327.3572520162,"Unclassified"
"Ga0164292_101667801_GEODES117","Ga0164292_10166780","NO CLASSIFICATION MH","polyribonucleotide nucleotidyltransferase",10,33514.8257764062,"Unclassified"
"Ga0164292_101672051_GEODES117","Ga0164292_10167205","NO CLASSIFICATION MH","hypothetical protein",30,27699.7197147585,"Unclassified"
"Ga0164292_101683252_GEODES117","Ga0164292_10168325","NO CLASSIFICATION MH","preprotein translocase subunit SecA",30,14794.5794400029,"Unclassified"
"Ga0164292_101683961_GEODES117","Ga0164292_10168396","NO CLASSIFICATION MH","pyruvate dehydrogenase E1 component",16,71786.6673427529,"Unclassified"
"Ga0164292_101697991_GEODES117","Ga0164292_10169799","NO CLASSIFICATION MH","mRNA deadenylase, 3'-5' endonuclease subunit Ccr4",12,77451.1941717721,"Unclassified"
"Ga0164292_101739611_GEODES117","Ga0164292_10173961","NO CLASSIFICATION MH","DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",1,41525.7078341041,"Unclassified"
"Ga0164292_101759201_GEODES117","Ga0164292_10175920","NO CLASSIFICATION MH","hypothetical protein",6,814493.906203225,"Unclassified"
"Ga0164292_101761491_GEODES117","Ga0164292_10176149","NO CLASSIFICATION MH","geranylgeranyl reductase",4,51868.0685050042,"Unclassified"
"Ga0164292_101834002_GEODES117","Ga0164292_10183400","NO CLASSIFICATION MH","dihydroorotate dehydrogenase",6,25961.4823398001,"Unclassified"
"Ga0164292_101880761_GEODES117","Ga0164292_10188076","NO CLASSIFICATION MH","photosystem I P700 chlorophyll a apoprotein A2",6,218152.298975981,"Unclassified"
"Ga0164292_101947441_GEODES117","Ga0164292_10194744","None","hypothetical protein",1,70595.4855880014,"Unclassified"
"Ga0164292_101995131_GEODES117","Ga0164292_10199513","NO CLASSIFICATION MH","hypothetical protein",19,218079.786430699,"Unclassified"
"Ga0164292_102024071_GEODES117","Ga0164292_10202407","NO CLASSIFICATION MH","Hemolysin, contains CBS domains",19,17797.4897851365,"Unclassified"
"Ga0164292_102072731_GEODES117","Ga0164292_10207273","NO CLASSIFICATION MH","ammonium transporter, Amt family",1,209250.723741394,"Unclassified"
"Ga0164292_102150801_GEODES117","Ga0164292_10215080","NO CLASSIFICATION MH","Outer membrane protein (porin)",8,20938.9495948587,"Unclassified"
"Ga0164292_102152481_GEODES117","Ga0164292_10215248","NO CLASSIFICATION MH","betaine-aldehyde dehydrogenase",19,26100.3348992541,"Unclassified"
"Ga0164292_102196351_GEODES117","Ga0164292_10219635","NO CLASSIFICATION MH","PAS domain-containing protein/PAS domain-containing protein",14,946476.996578169,"Unclassified"
"Ga0164292_102221511_GEODES117","Ga0164292_10222151","NO CLASSIFICATION MH","Calcium-activated chloride channel",6,38904.3140965417,"Unclassified"
"Ga0164292_102273181_GEODES117","Ga0164292_10227318","NO CLASSIFICATION MH","sulfate permease, SulP family",14,334625.456946692,"Unclassified"
"Ga0164292_102369961_GEODES117","Ga0164292_10236996","NO CLASSIFICATION MH","Ca2+-dependent lipid-binding protein, contains C2 domain",21,52586.7611473712,"Unclassified"
"Ga0164292_102376311_GEODES117","Ga0164292_10237631","None","hypothetical protein",7,19009.96166635,"Unclassified"
"Ga0164292_102411222_GEODES117","Ga0164292_10241122","NO CLASSIFICATION MH","(2R)-sulfolactate sulfo-lyase subunit alpha",1,120371.494166379,"Unclassified"
"Ga0164292_102411223_GEODES117","Ga0164292_10241122","NO CLASSIFICATION MH","(2R)-sulfolactate sulfo-lyase subunit beta",1,148459.348704952,"Unclassified"
"Ga0164292_102449721_GEODES117","Ga0164292_10244972","NO CLASSIFICATION MH","Opacity protein",8,168165.217450434,"Unclassified"
"Ga0164292_102485352_GEODES117","Ga0164292_10248535","NO CLASSIFICATION MH","basic membrane protein A",8,90085.7348272745,"Unclassified"
"Ga0164292_102506182_GEODES117","Ga0164292_10250618","NO CLASSIFICATION MH","F-type H+-transporting ATPase subunit alpha",21,15833.3248091167,"Unclassified"
"Ga0164292_102541742_GEODES117","Ga0164292_10254174","NO CLASSIFICATION MH","hypothetical protein",18,18643.3431040619,"Unclassified"
"Ga0164292_102579432_GEODES117","Ga0164292_10257943","NO CLASSIFICATION MH","hypothetical protein",12,24894.3411652345,"Unclassified"
"Ga0164292_102679242_GEODES117","Ga0164292_10267924","NO CLASSIFICATION MH","dynein heavy chain",31,24079.5151224309,"Unclassified"
"Ga0164292_102712041_GEODES117","Ga0164292_10271204","NO CLASSIFICATION MH","hypothetical protein",17,297921.040828524,"Unclassified"
"Ga0164292_102734472_GEODES117","Ga0164292_10273447","NO CLASSIFICATION MH","small subunit ribosomal protein S4e",27,89277.5246154746,"Unclassified"
"Ga0164292_102750612_GEODES117","Ga0164292_10275061","NO CLASSIFICATION MH","large subunit ribosomal protein L44e",3,18333.6198201077,"Unclassified"
"Ga0164292_102787473_GEODES117","Ga0164292_10278747","None","hypothetical protein",14,22221.3708329155,"Unclassified"
"Ga0164292_102830092_GEODES117","Ga0164292_10283009","NO CLASSIFICATION MH","large subunit ribosomal protein L10",3,12097.2700577444,"Unclassified"
"Ga0164292_102847631_GEODES117","Ga0164292_10284763","NO CLASSIFICATION MH","photosynthetic reaction center cytochrome c subunit",6,43869.8567155035,"Unclassified"
"Ga0164292_102909532_GEODES117","Ga0164292_10290953","NO CLASSIFICATION MH","Barstar (barnase inhibitor)",1,164303.52981787,"Unclassified"
"Ga0164292_102952202_GEODES117","Ga0164292_10295220","None","hypothetical protein",7,55345.110809893,"Unclassified"
"Ga0164292_103004391_GEODES117","Ga0164292_10300439","NO CLASSIFICATION MH","DNA-directed RNA polymerase, beta subunit",25,18029.7548283621,"Unclassified"
"Ga0164292_103008801_GEODES117","Ga0164292_10300880","NO CLASSIFICATION MH","hypothetical protein",1,36337.0142467904,"Unclassified"
"Ga0164292_103046591_GEODES117","Ga0164292_10304659","None","hypothetical protein",22,16830.755350974,"Unclassified"
"Ga0164292_103091132_GEODES117","Ga0164292_10309113","NO CLASSIFICATION MH","SusD family protein",8,150469.744247536,"Unclassified"
"Ga0164292_103181291_GEODES117","Ga0164292_10318129","None","hypothetical protein",0,43237.4730946876,"Unclassified"
"Ga0164292_103182011_GEODES117","Ga0164292_10318201","None","hypothetical protein",3,18533.9476603952,"Unclassified"
"Ga0164292_103242572_GEODES117","Ga0164292_10324257","NO CLASSIFICATION MH","hypothetical protein",9,488685.848167337,"Unclassified"
"Ga0164292_103259491_GEODES117","Ga0164292_10325949","NO CLASSIFICATION MH","hypothetical protein",22,12544.3275834364,"Unclassified"
"Ga0164292_103348072_GEODES117","Ga0164292_10334807","NO CLASSIFICATION MH","calpain-7",11,86172.6986282961,"Unclassified"
"Ga0164292_103369882_GEODES117","Ga0164292_10336988","NO CLASSIFICATION MH","segregation and condensation protein B",4,18224.4402765268,"Unclassified"
"Ga0164292_103393981_GEODES117","Ga0164292_10339398","NO CLASSIFICATION MH","Predicted transcriptional regulator",24,19795.9964774154,"Unclassified"
"Ga0164292_103426461_GEODES117","Ga0164292_10342646","NO CLASSIFICATION MH","ATP-binding cassette, subfamily A (ABC1), member 7",14,224440.175494459,"Unclassified"
"Ga0164292_103497142_GEODES117","Ga0164292_10349714","NO CLASSIFICATION MH","Protein of unknown function (DUF1573)",16,18755.5768555029,"Unclassified"
"Ga0164292_103599352_GEODES117","Ga0164292_10359935","NO CLASSIFICATION MH","peptide-methionine (R)-S-oxide reductase",30,93269.884196086,"Unclassified"
"Ga0164292_103607771_GEODES117","Ga0164292_10360777","NO CLASSIFICATION MH","KDO2-lipid IV(A) lauroyltransferase",1,37283.574494518,"Unclassified"
"Ga0164292_103610531_GEODES117","Ga0164292_10361053","NO CLASSIFICATION MH","Mu-like prophage major head subunit gpT",7,20429.1708183784,"Unclassified"
"Ga0164292_103617051_GEODES117","Ga0164292_10361705","None","hypothetical protein",25,18129.863921853,"Unclassified"
"Ga0164292_103675771_GEODES117","Ga0164292_10367577","NO CLASSIFICATION MH","tubulin beta",9,479617.036103728,"Unclassified"
"Ga0164292_103702341_GEODES117","Ga0164292_10370234","None","IPT/TIG domain-containing protein",3,239893.53935483,"Unclassified"
"Ga0164292_103706971_GEODES117","Ga0164292_10370697","None","hypothetical protein",7,29664.4072513683,"Unclassified"
"Ga0164292_103717431_GEODES117","Ga0164292_10371743","NO CLASSIFICATION MH","MraZ protein",1,137155.405730719,"Unclassified"
"Ga0164292_103806151_GEODES117","Ga0164292_10380615","NO CLASSIFICATION MH","hypothetical protein",3,36593.1253497171,"Unclassified"
"Ga0164292_103832952_GEODES117","Ga0164292_10383295","NO CLASSIFICATION MH","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C",12,16305.9068882936,"Unclassified"
"Ga0164292_103856112_GEODES117","Ga0164292_10385611","NO CLASSIFICATION MH","hypothetical protein",5,40253.027754453,"Unclassified"
"Ga0164292_103888741_GEODES117","Ga0164292_10388874","NO CLASSIFICATION MH","hypothetical protein",6,1380163.06900619,"Unclassified"
"Ga0164292_103896821_GEODES117","Ga0164292_10389682","NO CLASSIFICATION MH","Pimeloyl-ACP methyl ester carboxylesterase",37,11619.277646987,"Unclassified"
"Ga0164292_103926401_GEODES117","Ga0164292_10392640","NO CLASSIFICATION MH","F-type H+-transporting ATPase subunit alpha",1,19271.8048282364,"Unclassified"
"Ga0164292_103928912_GEODES117","Ga0164292_10392891","NO CLASSIFICATION MH","PD-(D/E)XK nuclease superfamily protein",5,53694.3180948181,"Unclassified"
"Ga0164292_104031271_GEODES117","Ga0164292_10403127","NO CLASSIFICATION MH","Ca2+ transporting ATPase, plasma membrane",15,210317.902406626,"Unclassified"
"Ga0164292_104045051_GEODES117","Ga0164292_10404505","NO CLASSIFICATION MH","ATP-binding cassette, subfamily A (ABC1), member 7",14,96301.4718628315,"Unclassified"
"Ga0164292_104046451_GEODES117","Ga0164292_10404645","NO CLASSIFICATION MH","fumarate reductase flavoprotein subunit",12,44182.340998532,"Unclassified"
"Ga0164292_104092201_GEODES117","Ga0164292_10409220","NO CLASSIFICATION MH","hypothetical protein",5,13898.942630713,"Unclassified"
"Ga0164292_104166672_GEODES117","Ga0164292_10416667","NO CLASSIFICATION MH","hypothetical protein",11,55454.2968426202,"Unclassified"
"Ga0164292_104196471_GEODES117","Ga0164292_10419647","NO CLASSIFICATION MH","6-phosphofructokinase 1",1,70641.5311099225,"Unclassified"
"Ga0164292_104207422_GEODES117","Ga0164292_10420742","NO CLASSIFICATION MH","light-harvesting protein B-800-850 alpha chain",15,2433516.22143382,"Unclassified"
"Ga0164292_104247381_GEODES117","Ga0164292_10424738","NO CLASSIFICATION MH","Leucine Rich repeat-containing protein/Leucine Rich repeat-containing protein/Leucine Rich repeat-containing protein/Leucine Rich repeat-containing protein",7,42778.5676258307,"Unclassified"
"Ga0164292_104250171_GEODES117","Ga0164292_10425017","None","hypothetical protein",3,113805.978830004,"Unclassified"
"Ga0164292_104295101_GEODES117","Ga0164292_10429510","None","hypothetical protein",5,32238.1865584989,"Unclassified"
"Ga0164292_104483612_GEODES117","Ga0164292_10448361","NO CLASSIFICATION MH","electron transfer flavoprotein beta subunit",30,20972.8422782999,"Unclassified"
"Ga0164292_104501591_GEODES117","Ga0164292_10450159","NO CLASSIFICATION MH","hypothetical protein",1,15610.6771961541,"Unclassified"
"Ga0164292_104644661_GEODES117","Ga0164292_10464466","NO CLASSIFICATION MH","hypothetical protein",4,30219.858357217,"Unclassified"
"Ga0164292_104698032_GEODES117","Ga0164292_10469803","NO CLASSIFICATION MH","phycocyanin alpha chain",6,298016.5099336,"Unclassified"
"Ga0164292_104701621_GEODES117","Ga0164292_10470162","None","hypothetical protein",27,4448759.34916758,"Unclassified"
"Ga0164292_104718362_GEODES117","Ga0164292_10471836","NO CLASSIFICATION MH","Uncaracterized surface protein containing fasciclin (FAS1) repeats/Uncaracterized surface protein containing fasciclin (FAS1) repeats",27,402380.961593,"Unclassified"
"Ga0164292_104851361_GEODES117","Ga0164292_10485136","NO CLASSIFICATION MH","SprB repeat-containing protein",5,30711.1656774297,"Unclassified"
"Ga0164292_104943962_GEODES117","Ga0164292_10494396","NO CLASSIFICATION MH","large subunit ribosomal protein L14",22,22471.3791270428,"Unclassified"
"Ga0164292_104998851_GEODES117","Ga0164292_10499885","NO CLASSIFICATION MH","ATP-dependent helicase HrpA",32,17512.5456779796,"Unclassified"
